location,forecast_date,quantile,value,target,target_end_date,type
02,2021-07-05,0.01,0,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.025,0,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.05,0,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.1,0.3007947406728816,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.15,0.40134008549438804,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.2,0.4864250648010496,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.25,0.6564273277433544,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.3,0.7751013343398193,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.35,0.827298318711154,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.4,0.8857352995489881,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.45,1.0012947457207877,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.5,1.0838274772598389,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.55,1.2016240655575567,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.6,1.3314025243688936,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.65,1.565220690664742,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.7,1.8305707956715962,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.75,1.9540073343763102,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.8,2.2678055559569708,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.85,2.497936371321777,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.9,2.759808928307799,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.95,3.1868829056073684,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.975,3.6789385324453328,1 wk ahead inc death,2021-07-10,quantile
02,2021-07-05,0.99,4.070615514509513,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.01,5.109984891298016,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.025,7,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.05,10.15466785037311,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.1,12.435157972901571,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.15,14.752263233403816,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.2,15.659224708974383,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.25,16.557762772155414,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.3,18.039453729445917,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.35,19.275022826265392,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.4,19.925710829406903,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.45,20.70466177559293,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.5,21.402262939786446,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.55,22.1228775019283,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.6,23.04612109109437,1 wk ahead inc death,2021-07-10,quantile
01,2021-07-05,0.65,23.97847680649528,1 wk ahead inc death,2021-07-10,quantile
